"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","date_extracted","day_of_week","time_extracted","hour_extract"
"1535","RT @scialpifans: Last #tour
#Scialpi #onstage #live #music #concert #shows #singer #actor #producer #composer #model #music #author https:/…",FALSE,0,NA,2017-08-31 12:35:23,FALSE,NA,"903234763653308416",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Marcofantoni8",81,TRUE,FALSE,NA,NA,2017-08-31,"Thurs",1535,12
"1536","RT @scialpifans: Last #tour
#Scialpi #onstage #live #music #concert #shows #singer #actor #producer #composer #model #music #author https:/…",FALSE,0,NA,2017-08-31 12:33:45,FALSE,NA,"903234352934522880",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","lalillo321",81,TRUE,FALSE,NA,NA,2017-08-31,"Thurs",1536,12
"1537","#NewMusic for #TV and #Film #HBO #BBC #ITV #Channel4 #Composer for #visual #media #Ronnie #Skip #K9 #ThemeTune https://t.co/ikEeqhARLq",FALSE,1,NA,2017-08-31 12:33:30,FALSE,NA,"903234289294348288",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","glennmaltman",0,FALSE,FALSE,NA,NA,2017-08-31,"Thurs",1537,12
"1538","RT @scialpifans: Last #tour
#Scialpi #onstage #live #music #concert #shows #singer #actor #producer #composer #model #music #author https:/…",FALSE,0,NA,2017-08-31 12:32:35,FALSE,NA,"903234057143586816",NA,"<a href=""http://www.book-buy.com/"" rel=""nofollow"">dubmisty</a>","mistylambb",81,TRUE,FALSE,NA,NA,2017-08-31,"Thurs",1538,12
"1539","RT @scialpifans: Last #tour
#Scialpi #onstage #live #music #concert #shows #singer #actor #producer #composer #model #music #author https:/…",FALSE,0,NA,2017-08-31 12:31:52,FALSE,NA,"903233879850528768",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","lauc77",81,TRUE,FALSE,NA,NA,2017-08-31,"Thurs",1539,12
"1540","RT @today_classical: #Today in 1730 Death of German #composer Gottfried #Finger #MusicHistory #classicalmusic https://t.co/vIZa4Rrunu",FALSE,0,NA,2017-08-31 12:31:35,FALSE,NA,"903233807528144896",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","VdGSA",6,TRUE,FALSE,NA,NA,2017-08-31,"Thurs",1540,12
"1541","RT @today_classical: #Today in 1938 Birth of Belgian #violist Wieland #Kuijken #MusicHistory #classicalmusc https://t.co/52iA0SDfQa",FALSE,0,NA,2017-08-31 12:31:30,FALSE,NA,"903233787190005760",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","VdGSA",13,TRUE,FALSE,NA,NA,2017-08-31,"Thurs",1541,12
"1542","RT @scialpifans: Last #tour
#Scialpi #onstage #live #music #concert #shows #singer #actor #producer #composer #model #music #author https:/…",FALSE,0,NA,2017-08-31 12:31:06,FALSE,NA,"903233686442835968",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","chiarator3lli",81,TRUE,FALSE,NA,NA,2017-08-31,"Thurs",1542,12
"1543","“Whever you are, I am there also” #InitiateWisdom #Artist #Composer #Quotes #Beethoven #TheInitiates #MusicQuotes https://t.co/eEwGb0vv4E",FALSE,1,NA,2017-08-31 12:30:38,FALSE,NA,"903233568834543616",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","theinitiates",0,FALSE,FALSE,NA,NA,2017-08-31,"Thurs",1543,12
"1544","Leading musicians assemble for gala performance in aid of Refugee Council https://t.co/1DOetFxC3f #ClassicalMusic https://t.co/oOYhvKroy7",FALSE,2,NA,2017-08-31 12:30:36,FALSE,NA,"903233560374648835",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","NesterTweets",0,FALSE,FALSE,NA,NA,2017-08-31,"Thurs",1544,12
"1545","#Today in 1961 Birth of English #pianist and tenor Neil #Archer. #MusicHistory #classicalmusic https://t.co/5QMjHUc2SG",FALSE,1,NA,2017-08-31 12:30:27,FALSE,NA,"903233523695407104",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","NesterTweets",1,FALSE,FALSE,NA,NA,2017-08-31,"Thurs",1545,12
"1546","#Today in 1961 Birth of English #pianist and tenor Neil #Archer. #MusicHistory #classicalmusic https://t.co/FFndZUr6L3",FALSE,4,NA,2017-08-31 12:30:19,FALSE,NA,"903233486131167232",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","today_classical",1,FALSE,FALSE,NA,NA,2017-08-31,"Thurs",1546,12
"1547","RT @scialpifans: Last #tour
#Scialpi #onstage #live #music #concert #shows #singer #actor #producer #composer #model #music #author https:/…",FALSE,0,NA,2017-08-31 12:30:09,FALSE,NA,"903233447094886400",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","gianlukes",81,TRUE,FALSE,NA,NA,2017-08-31,"Thurs",1547,12
"1548","RT @scialpifans: Last #tour
#Scialpi #onstage #live #music #concert #shows #singer #actor #producer #composer #model #music #author https:/…",FALSE,0,NA,2017-08-31 12:28:41,FALSE,NA,"903233079124348928",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Federicks0",81,TRUE,FALSE,NA,NA,2017-08-31,"Thurs",1548,12
"1549","RT @today_classical: #Today in 1945 Birth of Israeli-American #violinist and conductor Itzhak #Perlman. #MusicHistory #classicalmusic https…",FALSE,0,NA,2017-08-31 12:28:22,FALSE,NA,"903232998501482496",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mariposatuitera",15,TRUE,FALSE,NA,NA,2017-08-31,"Thurs",1549,12
"1550","Great gig with Viva Voce last night at Norton Grange, IOW. Thanks for the warm welcome! @veritasents #funbythesolent #opera #pop #westwight",FALSE,0,NA,2017-08-31 12:28:15,FALSE,NA,"903232967820103680",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","AMSuth",0,FALSE,FALSE,NA,NA,2017-08-31,"Thurs",1550,12
"1551","Leading musicians assemble for gala performance in aid of Refugee Council https://t.co/bMO5XgTJLu #ClassicalMusic https://t.co/FsNd2Fmyjo",FALSE,1,NA,2017-08-31 12:28:07,FALSE,NA,"903232933904826368",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","CIassicalMusic",0,FALSE,FALSE,"-0.17772317","51.50097703",2017-08-31,"Thurs",1551,12
"1552","RT @today_classical: #Today in 1879 Birth of Austrian #composer and writer Alma #Mahler Werfel. #MusicHistory #classicalmusic https://t.co/…",FALSE,0,NA,2017-08-31 12:27:12,FALSE,NA,"903232704723996672",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","thesweetestcup",13,TRUE,FALSE,NA,NA,2017-08-31,"Thurs",1552,12
"1553","RT @scialpifans: Last #tour
#Scialpi #onstage #live #music #concert #shows #singer #actor #producer #composer #model #music #author https:/…",FALSE,0,NA,2017-08-31 12:27:03,FALSE,NA,"903232665020768260",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NumaoxMu",81,TRUE,FALSE,NA,NA,2017-08-31,"Thurs",1553,12
"1554","RT @MMATOpera: Have a ticket but can't make the
#Opera #Ballet #Theatre?
Share it with your club members at:
https://t.co/RZilOXxQcV https:…",FALSE,0,NA,2017-08-31 12:26:41,FALSE,NA,"903232571881881600",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","petra_carl",39,TRUE,FALSE,NA,NA,2017-08-31,"Thurs",1554,12
"1555","RT @scialpifans: Last #tour
#Scialpi #onstage #live #music #concert #shows #singer #actor #producer #composer #model #music #author https:/…",FALSE,0,NA,2017-08-31 12:25:22,FALSE,NA,"903232243275005952",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","slfreeee",81,TRUE,FALSE,NA,NA,2017-08-31,"Thurs",1555,12
"1556","RT @today_classical: #Today in 1945 Birth of Israeli-American #violinist and conductor Itzhak #Perlman. #MusicHistory #classicalmusic https…",FALSE,0,NA,2017-08-31 12:24:46,FALSE,NA,"903232092116574208",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","typ3en1",15,TRUE,FALSE,NA,NA,2017-08-31,"Thurs",1556,12
"1557","RT @today_classical: #Today in 1938 Birth of Belgian #violist Wieland #Kuijken #MusicHistory #classicalmusc https://t.co/52iA0SDfQa",FALSE,0,NA,2017-08-31 12:23:27,FALSE,NA,"903231761521545216",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ViolsInSchools",13,TRUE,FALSE,NA,NA,2017-08-31,"Thurs",1557,12
"1558","RT @today_classical: #Today in 1730 Death of German #composer Gottfried #Finger #MusicHistory #classicalmusic https://t.co/vIZa4Rrunu",FALSE,0,NA,2017-08-31 12:23:17,FALSE,NA,"903231718089519104",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ViolsInSchools",6,TRUE,FALSE,NA,NA,2017-08-31,"Thurs",1558,12
"1559","RT @today_classical: #Today in 1938 Birth of Belgian #violist Wieland #Kuijken #MusicHistory #classicalmusc https://t.co/52iA0SDfQa",FALSE,0,NA,2017-08-31 12:22:53,FALSE,NA,"903231618684477440",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SHSBaroqueEns",13,TRUE,FALSE,NA,NA,2017-08-31,"Thurs",1559,12
"1560","RT @today_classical: #Today in 1696 Birth of #composer Johann Paul #Kunzen. #MusicHistory #classicalmusic",FALSE,0,NA,2017-08-31 12:22:47,FALSE,NA,"903231593657102336",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SHSBaroqueEns",1,TRUE,FALSE,NA,NA,2017-08-31,"Thurs",1560,12
"1561","RT @scialpifans: Last #tour
#Scialpi #onstage #live #music #concert #shows #singer #actor #producer #composer #model #music #author https:/…",FALSE,0,NA,2017-08-31 12:22:44,FALSE,NA,"903231581103456256",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","_Alex_Fl",81,TRUE,FALSE,NA,NA,2017-08-31,"Thurs",1561,12
"1562","RT @ClassicalPurist: Claudio Monteverdi classical music quote
#classicalmusic #quote

Image source: https://t.co/rHt207prAF https://t.co/VL…",FALSE,0,NA,2017-08-31 12:22:42,FALSE,NA,"903231572085800960",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","maxsolis8",16,TRUE,FALSE,NA,NA,2017-08-31,"Thurs",1562,12
"1563","RT @today_classical: #Today in 1748 Birth of #composer Jean-Etienne #Despreaux. #MusicHistory #classicalmusic https://t.co/uGGj1iUtHs",FALSE,0,NA,2017-08-31 12:22:31,FALSE,NA,"903231525243801600",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SHSBaroqueEns",1,TRUE,FALSE,NA,NA,2017-08-31,"Thurs",1563,12
"1564","#Today in 1953 Birth of American #composer Peter Scott #Lewis #MusicHistory #classicalmusic https://t.co/rXtpXmBs5b",FALSE,2,NA,2017-08-31 12:22:24,FALSE,NA,"903231496978358273",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","NesterTweets",1,FALSE,FALSE,NA,NA,2017-08-31,"Thurs",1564,12
"1565","RT @today_classical: #Today in 1795 Death of #composer Andre #Philidor. #MusicHistory #classicalmusic https://t.co/x8YXfuRQDl",FALSE,0,NA,2017-08-31 12:21:18,FALSE,NA,"903231216991776769",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SHSBaroqueEns",3,TRUE,FALSE,NA,NA,2017-08-31,"Thurs",1565,12
"1566","RT @today_classical: #Today in 1730 Death of German #composer Gottfried #Finger #MusicHistory #classicalmusic https://t.co/vIZa4Rrunu",FALSE,0,NA,2017-08-31 12:21:13,FALSE,NA,"903231198599581696",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SHSBaroqueEns",6,TRUE,FALSE,NA,NA,2017-08-31,"Thurs",1566,12
